,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
29960,6,24h,"Yesterday i joined agricultural meeting and i was very happy because i know how to help farmers in non rainy seasons.
","Yesterday i joined agricultural meeting and i was very happy because i know how to help farmers in non rainy seasons.
",True,1,achievement,achievement,19800,agricultural farmers joined meet rainy season
29963,6,24h,Yesterday i attended my friends marriage function and i was very happy to see all of my old friends.,Yesterday i attended my friends marriage function and i was very happy to see all of my old friends.,True,1,bonding,bonding,22237,attended friend friend function marriage
29964,6,24h,Yesterday i attended the book launch program and i was very happy to see a writer of this book and finally i bought this book.,Yesterday i attended the book launch program and i was very happy to see a writer of this book and finally i bought this book.,True,1,enjoy_the_moment,enjoy_the_moment,23230,attended book book book bought finally launched program writer
29985,6,3m,Last Month i attended my friends birthday party and i was very happy to see all of my old friends and we discussed about our past moments.,Last Month i attended my friends birthday party and i was very happy to see all of my old friends and we discussed about our past moments.,True,1,bonding,bonding,57052,attended birthday discussions friend friend moment party
29997,6,3m,Last month i attended canon active photography program and i was very happy to know how to take photo in different situations.,Last month i attended canon active photography program and i was very happy to know how to take photo in different situations.,True,1,achievement,achievement,75046,activities attended canon photos photography program situation
30003,6,24h,Yesterday night i attended a one day trading event and i was very happy to know how to join and get a membership card.,Yesterday night i attended a one day trading event and i was very happy to know how to join and get a membership card.,True,1,achievement,achievement,89699,attended card day event joined membership night trade
30005,6,24h,Yesterday afternoon i participated one day yoga class event and i was happy to learn basic yoga exercises and how to breath properly.,Yesterday afternoon i participated one day yoga class event and i was happy to learn basic yoga exercises and how to breath properly.,True,1,exercise,exercise,94840,afternoon basically breath class day event exercise learned participated properly yoga yoga
30006,6,24h,Yesterday night i attended my cousins marriage reception and i was very happy to see well decorated interiors.,Yesterday night i attended my cousins marriage reception and i was very happy to see well decorated interiors.,True,1,affection,affection,95836,attended cousin decorated interior marriage night reception
30008,6,24h,Yesterday i went to my friends house warming party and i was very happy to see the latest security and other features used in his house,Yesterday i went to my friends house warming party and i was very happy to see the latest security and other features used in his house,True,1,bonding,bonding,97148,features friend house house party security warm
30013,11726,24h,I was made very happy when I was working with my students and they were able to create and play their own music in about an hour.,I was made very happy when I was working with my students and they were able to create and play their own music in about an hour.,True,1,achievement,achievement,2960,created hours music played students
30031,1924,3m,My nephew winning fourth place in the state piano competition.,My nephew winning fourth place in the state piano competition.,True,1,affection,affection,39985,competition fourth nephew piano win
30037,1924,3m,I kept my great niece and nephew for a week.,I kept my great niece and nephew for a week.,True,1,affection,affection,78993,nephew niece
30038,1924,3m,My son took me for dinner for Mother's Day.,My son took me for dinner for Mother's Day.,True,1,affection,affection,79990,day dinner mother son
30068,2184,24h,I made homemade tomato sauce.,I made homemade tomato sauce.,True,1,achievement,achievement,6967,homemade sauce tomato
30224,3351,24h,It was a warmer day than it has been lately,It was a warmer day than it has been lately,True,1,nature,nature,7890,day warmer
30239,184,24h,"I got some time to myself to sit, cross stitch, and then read.","I got some time to myself to sit, cross stitch, and then read.",True,1,leisure,leisure,11734,cross read sitting stitched time
30251,184,24h,I was able to do a sewing project that was something I had never done before!,I was able to do a sewing project that was something I had never done before!,True,1,achievement,achievement,23421,project sewing
30262,184,3m,My family and I got to see Guardians of the Galaxy 2 already.,My family and I got to see Guardians of the Galaxy 2 already.,True,1,affection,affection,48651,family galaxy guardians
30266,184,3m,I saw and talked to one of my favorite former teachers.,I saw and talked to one of my favorite former teachers.,True,1,bonding,bonding,53947,favorite talked teacher
30279,184,3m,We had breakfast paninis and they were wonderful!,We had breakfast paninis and they were wonderful!,True,1,enjoy_the_moment,enjoy_the_moment,72386,breakfast panini wonderful
30288,184,24h,"I had lunch with my son, who is out of school for the summer.","I had lunch with my son, who is out of school for the summer.",True,1,affection,affection,90735,lunch school son summer
30378,625,24h,Thinking about going to the beach soon.,Thinking about going to the beach soon.,True,1,leisure,leisure,4983,beach thinking
30391,625,24h,I went to dinner with my husband and kids tonight and we rarely go out to eat.,I went to dinner with my husband and kids tonight and we rarely go out to eat.,True,1,affection,affection,18795,dinner eat husband kids rare tonight
30394,625,24h,I helped a friend out in need with childcare and that made me feel good that I could help her out.,I helped a friend out in need with childcare and that made me feel good that I could help her out.,True,1,bonding,bonding,21280,childcare feel friend helped
30395,625,24h,I watched a movie with my kids.,I watched a movie with my kids.,True,1,affection,affection,22276,kids movie watched
30406,625,3m,We went to the beach to be with family for Easter and it was really fun.,We went to the beach to be with family for Easter and it was really fun.,True,1,affection,affection,45757,beach easter family fun
30443,11895,24h,I was able to budget better and save money this month.,I was able to budget better and save money this month.,True,1,achievement,achievement,4991,budget money saved
30592,4914,24h,Cleaning the kitchen spotless made me happy this morning.,Cleaning the kitchen spotless made me happy this morning.,True,1,enjoy_the_moment,enjoy_the_moment,19894,cleaned kitchen morning spotless
30593,4914,24h,"When my husband came home from work and gave me a kiss, it made me happy.","When my husband came home from work and gave me a kiss, it made me happy.",True,1,affection,affection,20690,home husband kiss
30601,5368,24h,My daughter came home from school today without any negative remarks from the teacher written in her folder.,My daughter came home from school today without any negative remarks from the teacher written in her folder.,True,1,affection,affection,85523,daughter folder home negative remarkable school teacher written
30602,5368,24h,My husband left work early and came home to surprise me.,My husband left work early and came home to surprise me.,True,1,affection,affection,86514,home husband left surprise
30954,918,24h,"YESTERDAY MY DAUGHTERS SISTER CAME TO MY HOME TO STAY AFTER A LONG PERIOD OF SCHOOLING, NOW ITS HER VACATION TIME AND WE ALL ARE VERY HAPPY TO HAVE HER HERE AND WE ARE ENJOYING VERY MUCH WITH HER","YESTERDAY MY DAUGHTERS SISTER CAME TO MY HOME TO STAY AFTER A LONG PERIOD OF SCHOOLING, NOW ITS HER VACATION TIME AND WE ALL ARE VERY HAPPY TO HAVE HER HERE AND WE ARE ENJOYING VERY MUCH WITH HER",True,1,affection,affection,8831,daughter enjoyed home period school sister stay time vacation
30955,918,24h,YESTERDAY I HAVE DECIDED TO BUY A COW TO HELP MY CULTIVATION PURPOSES AND I TOOK THE DECISION AFTER A LONG PERIOD OF THINKING AND NOW I AM VERY MUCH HAPPY WITH THAT,YESTERDAY I HAVE DECIDED TO BUY A COW TO HELP MY CULTIVATION PURPOSES AND I TOOK THE DECISION AFTER A LONG PERIOD OF THINKING AND NOW I AM VERY MUCH HAPPY WITH THAT,True,1,achievement,achievement,9131,buy cow cultivated decided decision period purpose thinking
30960,918,24h,"one of my neighbor was in mental hospital for the last two week and yesterday she came back in a normal state, it was a happy moment for all of us that she came back normally, seems an enjoyable moment.","one of my neighbor was in mental hospital for the last two week and yesterday she came back in a normal state, it was a happy moment for all of us that she came back normally, seems an enjoyable moment.",True,1,bonding,bonding,13043,enjoyed hospital mental moment moment neighbor normal
30964,918,24h,"i played cards in the evening hours with my friends, though i lost some amount of money i enjoyed those moments
","i played cards in the evening hours with my friends, though i lost some amount of money i enjoyed those moments
",True,1,bonding,bonding,22312,amount card enjoyed evening friend hours lost moment money played
30972,918,3m,"yesterday we went to one craft village in our place, it was beautifully maintained and well furnished, the evening we spent there gave us real happy moments","yesterday we went to one craft village in our place, it was beautifully maintained and well furnished, the evening we spent there gave us real happy moments",True,1,enjoy_the_moment,enjoy_the_moment,46029,beautiful craft evening furnished maintain moment real spent village
30979,918,3m,"i got 1000 likes to one of my facebook post, and i am looking forward to it.","i got 1000 likes to one of my facebook post, and i am looking forward to it.",True,1,achievement,achievement,62213,facebook forward likes post
31077,326,24h,I found a lost piece of jewlery.,I found a lost piece of jewlery.,True,1,enjoy_the_moment,enjoy_the_moment,12527,found jewlery lost piece
31099,326,3m,I helped my grandpa fix a door and he was thankful,I helped my grandpa fix a door and he was thankful,True,1,affection,affection,79861,door fixed grandpa helped thanked
31104,326,24h,I got my teeth cleaned and two cavities filled.,I got my teeth cleaned and two cavities filled.,True,1,achievement,achievement,96899,cavities cleaned filled teeth
31312,198,24h,Walking around the park with my daughters.,Walking around the park with my daughters.,True,1,affection,affection,5160,daughter park walk
31327,198,3m,I got to meet my daughter's boyfriend.  He is a really nice kid.,I got to meet my daughter's boyfriend.  He is a really nice kid.,True,2,affection,affection,39550,boyfriend daughter kids meet nice
31331,198,3m,My son is finishing his internship and graduating his first year of college.,My son is finishing his internship and graduating his first year of college.,True,1,affection,affection,47576,college finished graduation internship son
31336,198,3m,Have met my financial goals this week and its only wednesday,Have met my financial goals this week and its only wednesday,True,1,achievement,achievement,57458,financial goal met wednesday
31343,198,3m,My daughter started to pedal herself on her tricycle.,My daughter started to pedal herself on her tricycle.,True,1,achievement,achievement,64274,daughter pedal started tricycle
31347,198,3m,Big Brother Canada is ending and I have loved watching this season.  Looking forward to the finale.,Big Brother Canada is ending and I have loved watching this season.  Looking forward to the finale.,True,2,enjoy_the_moment,enjoy_the_moment,74234,brother canada finally forward love season watched
31350,198,3m,Had so much fun with my daughters and one of their boyfriends.  Even stopped for Starbucks.,Had so much fun with my daughters and one of their boyfriends.  Even stopped for Starbucks.,True,2,affection,affection,77795,boyfriend daughter fun starbucks stopped
31351,198,24h,"That work I have done has started approving.  I was getting nervous as the requester has very bad reviews which I did not read before I did the work so I was very nervous.  I know I did the work correct it was a matter of is this requester a scammer.  So far I have had some approve, waiting for the rest to approve.","That work I have done has started approving.  I was getting nervous as the requester has very bad reviews which I did not read before I did the work so I was very nervous.  I know I did the work correct it was a matter of is this requester a scammer.  So far I have had some approve, waiting for the rest to approve.",True,4,achievement,achievement,81507,approved approved approved bad correct matter nervous nervous read request request rest review scammer started waiting
31363,142,3m,"In a thousand ways they have turned my limitations into beautiful privileges, and enabled me to walk serene and happy in the shadow cast by my deprivation.","In a thousand ways they have turned my limitations into beautiful privileges, and enabled me to walk serene and happy in the shadow cast by my deprivation.",True,1,achievement,achievement,47787,beautiful cast deprivation enabled limited privileges serene shadow thousand walk
31376,142,3m,"I don't trade my happy moments for sadness, so that when it's finally over I wouldn't have much
","I don't trade my happy moments for sadness, so that when it's finally over I wouldn't have much
",True,1,enjoy_the_moment,enjoy_the_moment,62809,dont finally moment sad trade wouldnt
31383,142,3m,"It's the sense of what family is at the dinner table.
It was the joy of knowing mother was in the kitchen making our favorite dish
I wish more people would do this and recall the joy of life.","It's the sense of what family is at the dinner table.
It was the joy of knowing mother was in the kitchen making our favorite dish
I wish more people would do this and recall the joy of life.",True,2,affection,affection,72949,dinner dish family favorite joy joy kitchen knowing life mother people recall sense table
31445,12040,24h,I woke up feeling well rested this morning.,I woke up feeling well rested this morning.,True,1,enjoy_the_moment,enjoy_the_moment,5477,feel morning rest woke
31530,6331,24h,That I finally paid off my hospital bills!,That I finally paid off my hospital bills!,True,1,achievement,achievement,5088,bill finally hospital paid
31538,3164,24h,"My husband and I watched the movie ""Why Him"" last night. It was embarrassingly funny. Lots of foul language but I enjoyed it.","My husband and I watched the movie ""Why Him"" last night. It was embarrassingly funny. Lots of foul language but I enjoyed it.",True,3,leisure,leisure,89677,embarrassing enjoyed foul funny husband language lots movie night watched
31542,1320,24h,"I had a long 2-hour phone call with my God mother, whom I hadn't spoken to in a couple of months.","I had a long 2-hour phone call with my God mother, whom I hadn't spoken to in a couple of months.",True,1,affection,affection,27503,called couple god hadnt hours mother phone spoken
31638,1202,3m,"We run hospice care for cats. We had one a month ago that we are certain was dying, but made a full recovery.","We run hospice care for cats. We had one a month ago that we are certain was dying, but made a full recovery.",True,2,achievement,achievement,61985,care cat died hospice recovery run
31647,1202,24h,I found a 20 dollar bill on the sidewalk.,I found a 20 dollar bill on the sidewalk.,True,1,achievement,achievement,82463,bill dollars found sidewalk
31660,1290,24h,I got Master's qualification from Amazon Mturk.  I was very surprised and happy when I read the email and still can't believe it.  All my hard work has paid off!,I got Master's qualification from Amazon Mturk.  I was very surprised and happy when I read the email and still can't believe it.  All my hard work has paid off!,True,3,achievement,achievement,83335,amazon email hard masters mturk paid qualification read surprise
31669,1290,24h,I was able to spend the day yesterday at home due to my bad eye and I got a lot of things done.  I was able to make my goal on mturk plus some :) and I was able to do some laundry so I am ahead for the weekend.,I was able to spend the day yesterday at home due to my bad eye and I got a lot of things done.  I was able to make my goal on mturk plus some :) and I was able to do some laundry so I am ahead for the weekend.,True,2,achievement,achievement,100368,ahead bad day due eyes goal home laundry mturk spend weekend
31671,3621,24h,I planning myself to do one business dealing it was a doubtful for me but it was successfully favored my side.,I planning myself to do one business dealing it was a doubtful for me but it was successfully favored my side.,True,1,achievement,achievement,5319,business deal doubt favor planned successfully
31672,3621,24h,my son told me  he will take 100 percent score mark his board exam.,my son told me  he will take 100 percent score mark his board exam.,True,1,affection,affection,5517,board exam marks percent score son told
31729,1690,3m,I went to a hill place with my office colleague which is very precious event made me very happy.,I went to a hill place with my office colleague which is very precious event made me very happy.,True,1,bonding,bonding,63236,colleagues event hill office precious
31737,2590,24h,When I got to my clients house and found out he was in a good mood.,When I got to my clients house and found out he was in a good mood.,True,1,bonding,bonding,5330,client found house mood
31740,2590,3m,When I got to spend a day with an old friend of mine.,When I got to spend a day with an old friend of mine.,True,1,bonding,bonding,34581,day friend mine spend
31773,1084,24h,"It made me happy to teach my son how to make the ""V"" sound. He imitated very good.","It made me happy to teach my son how to make the ""V"" sound. He imitated very good.",True,2,affection,affection,5343,imitate son sound teaching
31777,1084,24h,I watched the interview of a golfer for the masters.,I watched the interview of a golfer for the masters.,True,1,leisure,leisure,23830,golfers interview masters watched
31778,1084,24h,I had a drink with my wife on our patio and just relaxed,I had a drink with my wife on our patio and just relaxed,True,1,affection,affection,27172,drink patio relax wife
31782,1084,3m,I got a hug from my son.,I got a hug from my son.,True,1,affection,affection,55415,hug son
31812,9582,24h,"My daughter who is grounded has to do chores to take off days from her grounding. She came and asked me what else she could do and she saw the bottom of my feet. They are pretty sore right now since I have been going on long walks trying to get in shape. She rubbed my feet for at least thirty minutes without me paying her. It was so nice,","My daughter who is grounded has to do chores to take off days from her grounding. She came and asked me what else she could do and she saw the bottom of my feet. They are pretty sore right now since I have been going on long walks trying to get in shape. She rubbed my feet for at least thirty minutes without me paying her. It was so nice,",True,5,affection,affection,5548,bottom chores daughter day feet feet ground ground minutes nice pay pretty rub shape sore thirty walk
31919,983,24h,I went to my son's hockey game and they won 4-3.  It was a great comeback being down 3-0 after one period.,I went to my son's hockey game and they won 4-3.  It was a great comeback being down 3-0 after one period.,True,2,affection,affection,5360,comeback game hockey period son won
31924,983,24h,"Last night, I got to spend the night with my younger brother that lives far away.  It was good to catch up.","Last night, I got to spend the night with my younger brother that lives far away.  It was good to catch up.",True,2,affection,affection,16024,brother catch live night night spend
31925,983,24h,My son scored two goals tonight as his team won their first round playoff game.  I get so excited to see him score.,My son scored two goals tonight as his team won their first round playoff game.  I get so excited to see him score.,True,2,affection,affection,17020,excited game goal playoffs round score score son team tonight won
31932,983,24h,I was listening to my daughter read tonight.  She is only in kindergarten but learning quickly.,I was listening to my daughter read tonight.  She is only in kindergarten but learning quickly.,True,2,affection,affection,23232,daughter kindergarten learned listening quickly read tonight
31933,983,3m,My son had his first lacrosse game three weeks ago.  He scored three goals and his team won 8-2.  He was so excited.,My son had his first lacrosse game three weeks ago.  He scored three goals and his team won 8-2.  He was so excited.,True,3,affection,affection,51478,excited game goal lacrosse score son team weeks won
31964,1073,24h,"India is a land of festivals. There are many festivals. For the rituals of the festival one has to get up early in the morning. I also Got up early in the morning today. After daily routine i.e toothbrush, bath etc. I got ready for the rituals of the festival. It gives lot of pleasure in doing all these rituals. They keep your mind fresh. and give inner strength. Its a real HAPPY Moment.","India is a land of festivals. There are many festivals. For the rituals of the festival one has to get up early in the morning. I also Got up early in the morning today. After daily routine i.e toothbrush, bath etc. I got ready for the rituals of the festival. It gives lot of pleasure in doing all these rituals. They keep your mind fresh. and give inner strength. Its a real HAPPY Moment.",True,10,enjoy_the_moment,enjoy_the_moment,16448,bath daily festival festival festival festival fresh india land mind moment morning morning pleasure ready real ritual ritual ritual routine strength toothbrush
31974,1073,3m,"Installation of Boiler at site: In the month of April. Installation team for boiler had arrived. There are different components of boiler like air pre heater, water tank,  chimney , PRS, header etc. It is a quite a skilful task. After 15 days of work finally all the components were installed. It is a very happy moment.","Installation of Boiler at site: In the month of April. Installation team for boiler had arrived. There are different components of boiler like air pre heater, water tank,  chimney , PRS, header etc. It is a quite a skilful task. After 15 days of work finally all the components were installed. It is a very happy moment.",True,6,achievement,achievement,34567,air april arrived boiler boiler boiler chimney components components day finally header heater installed installed installed moment pre prs site skilful tank task team water
31980,1073,3m,It is a summer season and dayas temperature is rising day by day. Kulfi is a frozen dairy desert which is very popular in India and is very much relished in summer. It is prepared from milk. I  prepared a kulfi. And kept in the freezer. When my family members saw the kulfi they were delighted.  There  is a pleasure and satisfaction of preparing food item for a family.,It is a summer season and dayas temperature is rising day by day. Kulfi is a frozen dairy desert which is very popular in India and is very much relished in summer. It is prepared from milk. I  prepared a kulfi. And kept in the freezer. When my family members saw the kulfi they were delighted.  There  is a pleasure and satisfaction of preparing food item for a family.,True,7,affection,affection,53022,dairy day day daya delighted desert family family food freezer frozen india items kulfi kulfi kulfi milk pleasure popular prepared prepared prepared relish rise satisfaction season summer summer temperature
31993,1121,24h,"I was happy today, this morning, when I remembered that this is my day off work and I'm off work the next three days!","I was happy today, this morning, when I remembered that this is my day off work and I'm off work the next three days!",True,1,enjoy_the_moment,enjoy_the_moment,8517,day day im morning remember
31995,1121,24h,I felt happy playing with my son yesterday outside in the yard.,I felt happy playing with my son yesterday outside in the yard.,True,1,affection,affection,11018,played son yard
32001,1121,3m,"An event that made me happy, last month, was when I went on a five-day Caribbean cruise with my wife.","An event that made me happy, last month, was when I went on a five-day Caribbean cruise with my wife.",True,1,affection,affection,33603,caribbean cruise event fiveday wife
32004,1121,3m,I was happy when spring finally arrived and I was able to plant my garden.,I was happy when spring finally arrived and I was able to plant my garden.,True,1,nature,nature,47970,arrived finally garden planted spring
32005,1121,3m,I was happy when a person I have been trying to recruit finally decided to come to work at my organization.,I was happy when a person I have been trying to recruit finally decided to come to work at my organization.,True,1,achievement,achievement,49959,decided finally organized person recruiter
32011,1121,24h,An event that made me happy was paying off one of my credit cards that I have been working on paying off for a long time now.,An event that made me happy was paying off one of my credit cards that I have been working on paying off for a long time now.,True,1,achievement,achievement,86627,card credit event pay pay time
32039,107,3m,Selling my house so my fiancee and I could move in together,Selling my house so my fiancee and I could move in together,True,1,affection,affection,31627,fiancee house moved sell
32042,107,3m,I sold my house in order to move in with my fiancee.,I sold my house in order to move in with my fiancee.,True,1,affection,affection,39587,fiancee house moved sold
32044,107,3m,I began preparing to move from my old house to my new house so that my fiancee and I had a space to share.,I began preparing to move from my old house to my new house so that my fiancee and I had a space to share.,True,1,affection,affection,43573,fiancee house house moved prepared share space
32053,107,3m,I automated some processes at work that will save us lots of money.,I automated some processes at work that will save us lots of money.,True,1,achievement,achievement,59401,automated lots money process saved
32068,107,24h,I made our new house that we just bought look better by getting things put away.,I made our new house that we just bought look better by getting things put away.,True,1,achievement,achievement,100448,bought house
32079,43,24h,i was able to get some decent exercise in today.,i was able to get some decent exercise in today.,True,1,exercise,exercise,17152,decent exercise
32082,43,24h,Talked to my boss about getting a promotion and it sounds promising.,Talked to my boss about getting a promotion and it sounds promising.,True,1,achievement,achievement,20081,boss promised promotion sound talked
32083,43,24h,Received a package I've been waiting for and got to play with it immediately.,Received a package I've been waiting for and got to play with it immediately.,True,1,enjoy_the_moment,enjoy_the_moment,20877,immediately ive package played received waiting
32090,43,24h,Went to an aquarium and touched a stingray.,Went to an aquarium and touched a stingray.,True,1,enjoy_the_moment,enjoy_the_moment,27932,aquarium stingray touch
32093,43,3m,I went to a birthday party for a good friend of mine.  I was nice to see him happy and a few other people I hadn't seen in a while.,I went to a birthday party for a good friend of mine.  I was nice to see him happy and a few other people I hadn't seen in a while.,True,2,bonding,bonding,31635,birthday friend hadnt mine nice party people
32096,43,3m,I made an enclosed garden with just scrap wood and metal I found.  It cost me nothing and now I can plant my seeds outside.,I made an enclosed garden with just scrap wood and metal I found.  It cost me nothing and now I can plant my seeds outside.,True,2,achievement,achievement,40303,cost enclosed found garden metal planted scrap seeds woods
32100,43,3m,I was able to start and finish a gardening project in just one weekend.,I was able to start and finish a gardening project in just one weekend.,True,1,achievement,achievement,47951,finished garden project started weekend
32107,43,3m,Figured out how to get past a roadblock in a personal project that I've been working on.,Figured out how to get past a roadblock in a personal project that I've been working on.,True,1,achievement,achievement,63140,figured ive person project roadblock
32117,43,24h,Made a new recipe for dinner and it was delicious.,Made a new recipe for dinner and it was delicious.,True,1,achievement,achievement,87900,delicious dinner recipe
32120,43,24h,Woke up early and got to work early.  I got a good jump on the day.,Woke up early and got to work early.  I got a good jump on the day.,True,2,achievement,achievement,90600,day jumped woke
32349,5810,24h,I felt exhilaration after finishing a particularly hard work out yesterday evening.,I felt exhilaration after finishing a particularly hard work out yesterday evening.,True,1,achievement,achievement,5597,evening exhilarating finished hard
32368,1616,3m,"My daughter has been successfully training on her new job, getting a little better at it each day.","My daughter has been successfully training on her new job, getting a little better at it each day.",True,1,affection,affection,75976,daughter day job successfully training
32369,1616,3m,I finished an analysis of data for work.,I finished an analysis of data for work.,True,1,achievement,achievement,76969,analysis data finished
32374,1616,24h,My dog stayed by me all night to sleep.,My dog stayed by me all night to sleep.,True,1,affection,affection,81549,dog night sleep stay
32381,1959,24h,I had lunch with my wife and daughter at my favorite Mexican restaurant.,I had lunch with my wife and daughter at my favorite Mexican restaurant.,True,1,affection,affection,5407,daughter favorite lunch mexican restaurant wife
32440,709,24h,I woke up this morning to birds chirping.,I woke up this morning to birds chirping.,True,1,nature,nature,7498,birds chirping morning woke
32442,709,24h,I went for a long walk with my dogs.,I went for a long walk with my dogs.,True,1,exercise,affection,21976,dog walk
32443,709,24h,I has some delicious fresh pineapple for dessert.,I has some delicious fresh pineapple for dessert.,True,1,enjoy_the_moment,enjoy_the_moment,22970,delicious dessert fresh pineapple
32449,709,3m,I stepped on the scale and discover I had lost 3 pounds.,I stepped on the scale and discover I had lost 3 pounds.,True,1,achievement,achievement,42071,discovered lost pounds scale step
32451,709,3m,I had time to watch three of my favorite tv shows last night.,I had time to watch three of my favorite tv shows last night.,True,1,leisure,leisure,46018,favorite night time tv watched
32459,709,3m,I woke up early and felt rested.,I woke up early and felt rested.,True,1,enjoy_the_moment,enjoy_the_moment,59444,rest woke
32474,879,24h,I made my goal for MTurk yesterday.,I made my goal for MTurk yesterday.,True,1,achievement,achievement,23926,goal mturk
32481,879,3m,I took my boyfriend's mother out shopping for a new swimsuit. She is 89 years old and is now in assisted living. It felt very good being able to help her shop and seeing her happy. She had been very depressed until moving into assisted living. She was like a little kid in a candy store shopping. It made me very happy helping her.,I took my boyfriend's mother out shopping for a new swimsuit. She is 89 years old and is now in assisted living. It felt very good being able to help her shop and seeing her happy. She had been very depressed until moving into assisted living. She was like a little kid in a candy store shopping. It made me very happy helping her.,True,6,affection,affection,46773,assistant assistant boyfriend candy depression helped kids live live mother moved shopping shopping shopping store swimsuit
32511,4306,24h,My infant daughter started giggling at a funny face that I made at her and it made my heart want to explode with joy.,My infant daughter started giggling at a funny face that I made at her and it made my heart want to explode with joy.,True,1,affection,affection,5222,daughter explode funny giggled heart infant joy started
32577,9532,24h,Seeing and talking with friends,Seeing and talking with friends,True,1,bonding,bonding,5234,friend talked
32581,4629,24h,I finalized the purchase of my new car by paying my taxes and getting titled.,I finalized the purchase of my new car by paying my taxes and getting titled.,True,1,achievement,achievement,5433,car finally pay purchased tax title
32592,1984,3m,The other day I made an amazing dinner with some fresh pasta that I had bought that was well received by my partner.,The other day I made an amazing dinner with some fresh pasta that I had bought that was well received by my partner.,True,1,affection,affection,47258,amazing bought day dinner fresh partner pasta received
32595,1660,24h,Making love to my wife before work yesterday at about this time.,Making love to my wife before work yesterday at about this time.,True,1,affection,affection,5241,love time wife
32604,1660,24h,"I went swimming with my daughter at the pool at our YMCA; we hadn't been in a while, and her delight was evident which made me happy as well. I also spent five minutes in the hot tub which also made me happy.","I went swimming with my daughter at the pool at our YMCA; we hadn't been in a while, and her delight was evident which made me happy as well. I also spent five minutes in the hot tub which also made me happy.",True,2,affection,affection,25047,daughter delighted evidently hadnt hot minutes pool spent swimming tub ymca
32607,1660,3m,I saw my daughter perform in a ballet.,I saw my daughter perform in a ballet.,True,1,affection,affection,32867,ballet daughter performance
32645,2139,24h,Listening to my 15 year old son listing things that he loves about himself,Listening to my 15 year old son listing things that he loves about himself,True,1,affection,affection,5640,list listening love son
32650,3784,24h,I was happy when my favorite cousin told me that she sold her house and found a great affordable apartment nearby.,I was happy when my favorite cousin told me that she sold her house and found a great affordable apartment nearby.,True,1,affection,affection,5444,afford apartment cousin favorite found house nearby sold told
32661,283,24h,I got my bills paid.,I got my bills paid.,True,1,achievement,achievement,6108,bill paid
32664,283,24h,The sun was shining for the first time in a long time.,The sun was shining for the first time in a long time.,True,1,nature,nature,9842,shining sun time time
32665,283,24h,My kids helped with the dishes.,My kids helped with the dishes.,True,1,affection,affection,10839,dish helped kids
32696,283,3m,I made my step count today.,I made my step count today.,True,1,achievement,achievement,77427,count step
32699,283,24h,Thomas had a nice time with his friend this weekend.,Thomas had a nice time with his friend this weekend.,True,1,bonding,bonding,86444,friend nice thomas time weekend
32702,283,24h,I ate a milkshake.,I ate a milkshake.,True,1,enjoy_the_moment,enjoy_the_moment,95902,ate milkshake
32704,10835,24h,I was able to help my wife on my day off from work. We are finally working on remodeling the upstairs bathroom. We work well together and I feel very happy to help my wife on this project.,I was able to help my wife on my day off from work. We are finally working on remodeling the upstairs bathroom. We work well together and I feel very happy to help my wife on this project.,True,3,affection,affection,5447,bathroom day feel finally project remodel upstairs wife wife
32735,2790,3m,The cactus growing on our garage bloomed overnight and I spent the morning looking at the beautiful flowers before they wilted in the afternoon sun and died.,The cactus growing on our garage bloomed overnight and I spent the morning looking at the beautiful flowers before they wilted in the afternoon sun and died.,True,1,nature,nature,80722,afternoon beautiful blooming cactus died flowers garage growing morning overnight spent sun wilted
32782,829,3m,"Saturday night my husband took me out for a wonderful dinner, to celebrate my birthday.","Saturday night my husband took me out for a wonderful dinner, to celebrate my birthday.",True,1,affection,affection,62173,birthday celebrated dinner husband night saturday wonderful
32836,13585,24h,I watched a cute video of a girl mistaking a water heater for a robot.,I watched a cute video of a girl mistaking a water heater for a robot.,True,1,leisure,leisure,7661,cute girl heater mistake robot video watched water
32859,2668,24h,"I got to babysit my 2 Nieces yesterday, they always make me happy and they are 3 and ten months old and the baby was happy all day which made me happy because it was an easy day.","I got to babysit my 2 Nieces yesterday, they always make me happy and they are 3 and ten months old and the baby was happy all day which made me happy because it was an easy day.",True,1,affection,affection,6674,baby babysit day day easy niece ten
32927,5299,3m,I visited my aunt and uncle in Arkansas this week. They are my favorites and recalling the happy memories made me happy today.,I visited my aunt and uncle in Arkansas this week. They are my favorites and recalling the happy memories made me happy today.,True,2,affection,affection,30540,arkansas aunt favorite memories recall uncle visit
33083,873,3m,I was able to fix a problem in my house that saved me a lot of money.,I was able to fix a problem in my house that saved me a lot of money.,True,1,achievement,achievement,40418,fixed house money saved
33085,873,3m,I made a very tasty desert that the whole family enjoyed.,I made a very tasty desert that the whole family enjoyed.,True,1,affection,affection,44403,desert enjoyed family tasty
33088,873,3m,I made some tasty granola.,I made some tasty granola.,True,1,achievement,achievement,50466,granola tasty
33106,873,24h,I had a good idea at a business meeting this afternoon.,I had a good idea at a business meeting this afternoon.,True,1,achievement,achievement,95613,afternoon business idea meet
33107,10142,24h,I haven't been feeling well.  I was so happy I found the time to take a nap today.,I haven't been feeling well.  I was so happy I found the time to take a nap today.,True,2,leisure,leisure,5706,feel found havent nap time
33112,170,24h,I watched a good show.,I watched a good show.,True,1,leisure,leisure,7697,watched
